fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221109 020126	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	201	1	1	1	0.1	50	0.5	FALSE	66667	0.154110700482009	0.758689658292942	0.328418574467266	8.8443891546696	0.00916640568167761	17402	44316000	70
20221109 021932	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	189	1	1	1	0.1	50	0.5	FALSE	66667	0.0562065855446877	0.588390324597433	0.969736498390592	11.4520481738623	0.00279513684424149	17154	44732000	71
20221109 022206	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	47	1	1	1	0.1	50	0.5	FALSE	66667	0.241403920462886	0.372793432171317	0.400574685263785	6.08127468173765	0.0200878552084922	17545	45630000	72
20221109 030933	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5345	1	1	1	0.1	50	0.5	FALSE	66667	0.0111672629816737	0.475009216191806	0.717437344098417	1.82083341521933	0.0182252116845603	17662	41556000	73
20221109 031400	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1534	1	1	1	0.1	50	0.5	FALSE	66667	0.23126302534048	0.786858460694691	0.954699278202222	1.31308426489355	0.0125090485814035	18361	39118000	74
20221109 032432	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	406	1	1	1	0.1	50	0.5	FALSE	66667	0.153458706717088	0.421114399773395	0.465700226613448	10.8897263139684	2.12029487218456e-06	16867	43866000	75
20221109 033141	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	441	1	1	1	0.1	50	0.5	FALSE	66667	0.0361454207996535	0.467661413692124	0.197934099666018	6.81455618755612	0.0198089226624303	17515	45370000	76
20221109 033558	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	348	1	1	1	0.1	50	0.5	FALSE	66667	0.12879475773572	0.781307525867177	0.36681751247585	8.13930828249524	0.0103830347810601	16590	44260000	77
20221109 034227	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	103	1	1	1	0.1	50	0.5	FALSE	66667	0.243815967404752	0.63096954926867	0.569022842784168	10.5203204055305	0.000367985607290716	17303	42914000	78
20221109 034618	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1067	1	1	1	0.1	50	0.5	FALSE	66667	0.17849829803264	0.563146882642387	0.371067271386832	1.11817136009387	0.0121308371202024	17956	39128000	79
20221109 035349	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	444	1	1	1	0.1	50	0.5	FALSE	66667	0.150461098053793	0.743121385613922	0.930714591507416	8.19997949485481	0.00072933748662675	17218	44524000	80
20221109 035608	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	290	1	1	1	0.1	50	0.5	FALSE	66667	0.24602273476952	0.713972396552935	0.610656272593862	4.00549224790698	0.0191397814562584	17939	44602000	81
20221109 040826	2185	943862	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1381	1	1	1	0.1	50	0.5	FALSE	66667	0.164006412443714	0.38478274130486	0.459434990886145	2.55770611782442	0.0223079278167044	16070	45300000	82
